Product Id,Product Handle,Product Title,Product Subtitle,Product Description,Product Status,Product Thumbnail,Product Weight,Product Length,Product Width,Product Height,Product HS Code,Product Origin Country,Product MID Code,Product Material,Shipping Profile Id,Product Sales Channel 1,Product Collection Id,Product Type Id,Product Tag 1,Product Discountable,Product External Id,Variant Id,Variant Title,Variant SKU,Variant Barcode,Variant Allow Backorder,Variant Manage Inventory,Variant Weight,Variant Length,Variant Width,Variant Height,Variant HS Code,Variant Origin Country,Variant MID Code,Variant Material,Variant Price PEN,Variant Price USD,Variant Option 1 Name,Variant Option 1 Value,Product Image 1 Url,Product Image 2 Url,Product Image 3 Url,Product Image 4 Url
prod_01KWQ3F3M54ZB03RVVPZEV83N8,fu-plumonco-queen-rosado-alg,Funda Plumón Rosado Pastel,,"Nuestras fundas de plumón 100% algodón de 200 hilos brindan suavidad, frescura y confort para un descanso más cómodo cada noche. Gracias a su composición hipoalergénica y transpirable, ayudan a absorber la humedad, siendo ideales para usar durante todo el año. Además, cuentan con sujetadores internos que permiten fijar el plumón y evitar que se deslice dentro de la funda, siendo el complemento ideal para usar junto a los plumones MACH HOME.",published,https://bucket.mach-home.com/26%20Funda%20Plum%C3%B3n%20Rosado%20Pastel/Rosado%20Algodon.webp,,250,235,,,,,100% Algodón 200 Hilos,,,,,,TRUE,,variant_01KWQ3F3PPF8GAVPVDMC7VXF57,Queen,24130303013,,FALSE,TRUE,,,,,,,,,198.9,,Tamaño,Queen,https://bucket.mach-home.com/26%20Funda%20Plum%C3%B3n%20Rosado%20Pastel/Rosado%20Algodon.webp,https://bucket.mach-home.com/26%20Funda%20Plum%C3%B3n%20Rosado%20Pastel/Rosado%20Algodon%20(2).webp,https://bucket.mach-home.com/26%20Funda%20Plum%C3%B3n%20Rosado%20Pastel/Rosado%20Algodon%20(3).webp,https://bucket.mach-home.com/26%20Funda%20Plum%C3%B3n%20Rosado%20Pastel/Rosado%20Algodon%20(4).webp
prod_01KWQ3F3M5ZHJGWAVK994BWTM0,fu-plumonco-king-rosado-alg,Funda Plumón Rosado Pastel,,"Nuestras fundas de plumón 100% algodón de 200 hilos brindan suavidad, frescura y confort para un descanso más cómodo cada noche. Gracias a su composición hipoalergénica y transpirable, ayudan a absorber la humedad, siendo ideales para usar durante todo el año. Además, cuentan con sujetadores internos que permiten fijar el plumón y evitar que se deslice dentro de la funda, siendo el complemento ideal para usar junto a los plumones MACH HOME.",published,https://bucket.mach-home.com/26%20Funda%20Plum%C3%B3n%20Rosado%20Pastel/Rosado%20Algodon.webp,,250,280,,,,,100% Algodón 200 Hilos,,,,,,TRUE,,variant_01KWQ3F3PP3G3QJKRDPZPZFT89,King,24130303014,,FALSE,TRUE,,,,,,,,,219.9,,Tamaño,King,https://bucket.mach-home.com/26%20Funda%20Plum%C3%B3n%20Rosado%20Pastel/Rosado%20Algodon.webp,https://bucket.mach-home.com/26%20Funda%20Plum%C3%B3n%20Rosado%20Pastel/Rosado%20Algodon%20(2).webp,https://bucket.mach-home.com/26%20Funda%20Plum%C3%B3n%20Rosado%20Pastel/Rosado%20Algodon%20(3).webp,https://bucket.mach-home.com/26%20Funda%20Plum%C3%B3n%20Rosado%20Pastel/Rosado%20Algodon%20(4).webp
prod_01KWQ3F3M576BTZY4R154XBFBY,fu-plumonco-1-5plz-azul-alg,Funda Plumón Azul Pastel,,"Nuestras fundas de plumón 100% algodón de 200 hilos brindan suavidad, frescura y confort para un descanso más cómodo cada noche. Gracias a su composición hipoalergénica y transpirable, ayudan a absorber la humedad, siendo ideales para usar durante todo el año. Además, cuentan con sujetadores internos que permiten fijar el plumón y evitar que se deslice dentro de la funda, siendo el complemento ideal para usar junto a los plumones MACH HOME.",published,https://bucket.mach-home.com/27%20Funda%20Plum%C3%B3n%20Azul%20Pastel/Azul%20Algodon.webp,,230,170,,,,,100% Algodón 200 Hilos,,,,,,TRUE,,variant_01KWQ3F3PP9YGFCBHKXX7TWPQB,1.5 plz,24060303011,,FALSE,TRUE,,,,,,,,,136.9,,Tamaño,1.5 plz,https://bucket.mach-home.com/27%20Funda%20Plum%C3%B3n%20Azul%20Pastel/Azul%20Algodon.webp,https://bucket.mach-home.com/27%20Funda%20Plum%C3%B3n%20Azul%20Pastel/Azul%20Algodon%20(2).webp,https://bucket.mach-home.com/27%20Funda%20Plum%C3%B3n%20Azul%20Pastel/Azul%20Algodon%20(3).webp,https://bucket.mach-home.com/27%20Funda%20Plum%C3%B3n%20Azul%20Pastel/Azul%20Algodon%20(4).webp
prod_01KWQ3F3M5XCJ732Y1VE6APYEH,fu-plumonco-2plz-azul-alg,Funda Plumón Azul Pastel,,"Nuestras fundas de plumón 100% algodón de 200 hilos brindan suavidad, frescura y confort para un descanso más cómodo cada noche. Gracias a su composición hipoalergénica y transpirable, ayudan a absorber la humedad, siendo ideales para usar durante todo el año. Además, cuentan con sujetadores internos que permiten fijar el plumón y evitar que se deslice dentro de la funda, siendo el complemento ideal para usar junto a los plumones MACH HOME.",published,https://bucket.mach-home.com/27%20Funda%20Plum%C3%B3n%20Azul%20Pastel/Azul%20Algodon.webp,,230,200,,,,,100% Algodón 200 Hilos,,,,,,TRUE,,variant_01KWQ3F3PPZX1DCFK0VT7HVN75,2 plz,24060303012,,FALSE,TRUE,,,,,,,,,164.9,,Tamaño,2 plz,https://bucket.mach-home.com/27%20Funda%20Plum%C3%B3n%20Azul%20Pastel/Azul%20Algodon.webp,https://bucket.mach-home.com/27%20Funda%20Plum%C3%B3n%20Azul%20Pastel/Azul%20Algodon%20(2).webp,https://bucket.mach-home.com/27%20Funda%20Plum%C3%B3n%20Azul%20Pastel/Azul%20Algodon%20(3).webp,https://bucket.mach-home.com/27%20Funda%20Plum%C3%B3n%20Azul%20Pastel/Azul%20Algodon%20(4).webp
prod_01KWQ3F3M5QDYKN6GHZN1JSRHV,fu-plumonco-queen-azul-alg,Funda Plumón Azul Pastel,,"Nuestras fundas de plumón 100% algodón de 200 hilos brindan suavidad, frescura y confort para un descanso más cómodo cada noche. Gracias a su composición hipoalergénica y transpirable, ayudan a absorber la humedad, siendo ideales para usar durante todo el año. Además, cuentan con sujetadores internos que permiten fijar el plumón y evitar que se deslice dentro de la funda, siendo el complemento ideal para usar junto a los plumones MACH HOME.",published,https://bucket.mach-home.com/27%20Funda%20Plum%C3%B3n%20Azul%20Pastel/Azul%20Algodon.webp,,250,235,,,,,100% Algodón 200 Hilos,,,,,,TRUE,,variant_01KWQ3F3PPPKCZR7FY1W3PJ4RH,Queen,24060303013,,FALSE,TRUE,,,,,,,,,198.9,,Tamaño,Queen,https://bucket.mach-home.com/27%20Funda%20Plum%C3%B3n%20Azul%20Pastel/Azul%20Algodon.webp,https://bucket.mach-home.com/27%20Funda%20Plum%C3%B3n%20Azul%20Pastel/Azul%20Algodon%20(2).webp,https://bucket.mach-home.com/27%20Funda%20Plum%C3%B3n%20Azul%20Pastel/Azul%20Algodon%20(3).webp,https://bucket.mach-home.com/27%20Funda%20Plum%C3%B3n%20Azul%20Pastel/Azul%20Algodon%20(4).webp
prod_01KWQ3F3M5GBM65TH1CTRXKPGV,fu-plumonco-king-azul-alg,Funda Plumón Azul Pastel,,"Nuestras fundas de plumón 100% algodón de 200 hilos brindan suavidad, frescura y confort para un descanso más cómodo cada noche. Gracias a su composición hipoalergénica y transpirable, ayudan a absorber la humedad, siendo ideales para usar durante todo el año. Además, cuentan con sujetadores internos que permiten fijar el plumón y evitar que se deslice dentro de la funda, siendo el complemento ideal para usar junto a los plumones MACH HOME.",published,https://bucket.mach-home.com/27%20Funda%20Plum%C3%B3n%20Azul%20Pastel/Azul%20Algodon.webp,,250,280,,,,,100% Algodón 200 Hilos,,,,,,TRUE,,variant_01KWQ3F3PPEFABDNG6248J83PX,King,24060303014,,FALSE,TRUE,,,,,,,,,219.9,,Tamaño,King,https://bucket.mach-home.com/27%20Funda%20Plum%C3%B3n%20Azul%20Pastel/Azul%20Algodon.webp,https://bucket.mach-home.com/27%20Funda%20Plum%C3%B3n%20Azul%20Pastel/Azul%20Algodon%20(2).webp,https://bucket.mach-home.com/27%20Funda%20Plum%C3%B3n%20Azul%20Pastel/Azul%20Algodon%20(3).webp,https://bucket.mach-home.com/27%20Funda%20Plum%C3%B3n%20Azul%20Pastel/Azul%20Algodon%20(4).webp
prod_01KWQ3F3M5W3GRQNXX4XV91QF0,fu-plumonco-1-5plz-rosado-pes,Funda Plumón Rosado,,"Nuestras fundas de plumón de microfibra destacan por su suavidad, ligereza y fácil mantenimiento, brindando una experiencia de descanso cómoda y acogedora. Su tejido resistente ayuda a conservar su apariencia lavado tras lavado, mientras que sus sujetadores internos permiten fijar el plumón y evitar desplazamientos dentro de la funda. Son el complemento ideal para usar junto a los plumones MACH HOME y disfrutar de una cama siempre ordenada y confortable.",published,https://bucket.mach-home.com/28%20Funda%20Plum%C3%B3n%20Rosado%20Microfibra/Rosado%20Poliester.webp,,230,170,,,,,100% Microfibra,,,,,,TRUE,,variant_01KWQ3F3PPMCYEZHDMD0P5S63D,1.5 plz,24130403011,,FALSE,TRUE,,,,,,,,,94.9,,Tamaño,1.5 plz,https://bucket.mach-home.com/28%20Funda%20Plum%C3%B3n%20Rosado%20Microfibra/Rosado%20Poliester.webp,https://bucket.mach-home.com/28%20Funda%20Plum%C3%B3n%20Rosado%20Microfibra/Rosado%20Poliester%20(2).webp,https://bucket.mach-home.com/28%20Funda%20Plum%C3%B3n%20Rosado%20Microfibra/Rosado%20Poliester%20(3).webp,https://bucket.mach-home.com/28%20Funda%20Plum%C3%B3n%20Rosado%20Microfibra/Rosado%20Poliester%20(4).webp
prod_01KWQ3F3M5WJFD9HBXYADTC2XX,fu-plumonco-2plz-rosado-pes,Funda Plumón Rosado,,"Nuestras fundas de plumón de microfibra destacan por su suavidad, ligereza y fácil mantenimiento, brindando una experiencia de descanso cómoda y acogedora. Su tejido resistente ayuda a conservar su apariencia lavado tras lavado, mientras que sus sujetadores internos permiten fijar el plumón y evitar desplazamientos dentro de la funda. Son el complemento ideal para usar junto a los plumones MACH HOME y disfrutar de una cama siempre ordenada y confortable.",published,https://bucket.mach-home.com/28%20Funda%20Plum%C3%B3n%20Rosado%20Microfibra/Rosado%20Poliester.webp,,230,200,,,,,100% Microfibra,,,,,,TRUE,,variant_01KWQ3F3PP2DFRDTYFRFWCTE67,2 plz,24130403012,,FALSE,TRUE,,,,,,,,,113.9,,Tamaño,2 plz,https://bucket.mach-home.com/28%20Funda%20Plum%C3%B3n%20Rosado%20Microfibra/Rosado%20Poliester.webp,https://bucket.mach-home.com/28%20Funda%20Plum%C3%B3n%20Rosado%20Microfibra/Rosado%20Poliester%20(2).webp,https://bucket.mach-home.com/28%20Funda%20Plum%C3%B3n%20Rosado%20Microfibra/Rosado%20Poliester%20(3).webp,https://bucket.mach-home.com/28%20Funda%20Plum%C3%B3n%20Rosado%20Microfibra/Rosado%20Poliester%20(4).webp
prod_01KWQ3F3M5PG9XV29TK6W24H0A,fu-plumonco-queen-rosado-pes,Funda Plumón Rosado,,"Nuestras fundas de plumón de microfibra destacan por su suavidad, ligereza y fácil mantenimiento, brindando una experiencia de descanso cómoda y acogedora. Su tejido resistente ayuda a conservar su apariencia lavado tras lavado, mientras que sus sujetadores internos permiten fijar el plumón y evitar desplazamientos dentro de la funda. Son el complemento ideal para usar junto a los plumones MACH HOME y disfrutar de una cama siempre ordenada y confortable.",published,https://bucket.mach-home.com/28%20Funda%20Plum%C3%B3n%20Rosado%20Microfibra/Rosado%20Poliester.webp,,250,235,,,,,100% Microfibra,,,,,,TRUE,,variant_01KWQ3F3PPCGCKJ7PC3RD7B8WX,Queen,24130403013,,FALSE,TRUE,,,,,,,,,132.9,,Tamaño,Queen,https://bucket.mach-home.com/28%20Funda%20Plum%C3%B3n%20Rosado%20Microfibra/Rosado%20Poliester.webp,https://bucket.mach-home.com/28%20Funda%20Plum%C3%B3n%20Rosado%20Microfibra/Rosado%20Poliester%20(2).webp,https://bucket.mach-home.com/28%20Funda%20Plum%C3%B3n%20Rosado%20Microfibra/Rosado%20Poliester%20(3).webp,https://bucket.mach-home.com/28%20Funda%20Plum%C3%B3n%20Rosado%20Microfibra/Rosado%20Poliester%20(4).webp
prod_01KWQ3F3M587PAZG8S0MWZM1PN,fu-plumonco-king-rosado-pes,Funda Plumón Rosado,,"Nuestras fundas de plumón de microfibra destacan por su suavidad, ligereza y fácil mantenimiento, brindando una experiencia de descanso cómoda y acogedora. Su tejido resistente ayuda a conservar su apariencia lavado tras lavado, mientras que sus sujetadores internos permiten fijar el plumón y evitar desplazamientos dentro de la funda. Son el complemento ideal para usar junto a los plumones MACH HOME y disfrutar de una cama siempre ordenada y confortable.",published,https://bucket.mach-home.com/28%20Funda%20Plum%C3%B3n%20Rosado%20Microfibra/Rosado%20Poliester.webp,,250,280,,,,,100% Microfibra,,,,,,TRUE,,variant_01KWQ3F3PPH56MG46XGEY98A29,King,24130403014,,FALSE,TRUE,,,,,,,,,151.9,,Tamaño,King,https://bucket.mach-home.com/28%20Funda%20Plum%C3%B3n%20Rosado%20Microfibra/Rosado%20Poliester.webp,https://bucket.mach-home.com/28%20Funda%20Plum%C3%B3n%20Rosado%20Microfibra/Rosado%20Poliester%20(2).webp,https://bucket.mach-home.com/28%20Funda%20Plum%C3%B3n%20Rosado%20Microfibra/Rosado%20Poliester%20(3).webp,https://bucket.mach-home.com/28%20Funda%20Plum%C3%B3n%20Rosado%20Microfibra/Rosado%20Poliester%20(4).webp
prod_01KWQ3F3M5ZBNVP9NRV4DKVHCR,fu-plumonco-1-5plz-azul-pes,Funda Plumón Azul,,"Nuestras fundas de plumón de microfibra destacan por su suavidad, ligereza y fácil mantenimiento, brindando una experiencia de descanso cómoda y acogedora. Su tejido resistente ayuda a conservar su apariencia lavado tras lavado, mientras que sus sujetadores internos permiten fijar el plumón y evitar desplazamientos dentro de la funda. Son el complemento ideal para usar junto a los plumones MACH HOME y disfrutar de una cama siempre ordenada y confortable.",published,https://bucket.mach-home.com/29%20Funda%20Plum%C3%B3n%20Azul%20Microfibra/Azul%20Poliester.webp,,230,170,,,,,100% Microfibra,,,,,,TRUE,,variant_01KWQ3F3PPZZH83Q5XZDPZQJ4F,1.5 plz,24060403011,,FALSE,TRUE,,,,,,,,,94.9,,Tamaño,1.5 plz,https://bucket.mach-home.com/29%20Funda%20Plum%C3%B3n%20Azul%20Microfibra/Azul%20Poliester.webp,https://bucket.mach-home.com/29%20Funda%20Plum%C3%B3n%20Azul%20Microfibra/Azul%20Poliester%20(2).webp,https://bucket.mach-home.com/29%20Funda%20Plum%C3%B3n%20Azul%20Microfibra/Azul%20Poliester%20(3).webp,https://bucket.mach-home.com/29%20Funda%20Plum%C3%B3n%20Azul%20Microfibra/Azul%20Poliester%20(4).webp
